2749,942
2743,941
2733,942
2751,941
2743,942
2763,943
2763,941
2757,943
2746,941
2743,943
2751,942
2759,942
2753,943
2746,941
2735,942
2731,942
2725,942
2718,942
2738,94
2748,941
2739,942
2731,943
2723,942
2747,942
2737,941
2735,943
2745,941
2757,941
2751,943
2733,941
2731,94
2745,941
2735,942
2751,942
2737,942
2745,942
2731,942
2731,942
2731,942
2735,941
2750,943
2739,94
2739,942
2741,941
2729,943
2743,94
2739,942
2757,941
2743,94
2740,942
2727,942
2723,941
2721,942
2731,942
2741,941
2749,942
2735,941
2736,943
2729,942
2729,941
2743,94
2755,941
2749,943
2739,942
2730,941
2733,943
2741,941
2743,943
2751,943
2749,942
2745,941
2741,942
2735,942
2735,941
2738,941
2747,942
2743,941
2736,941
2735,942
2735,941
2743,941
2749,942
2754,942
2755,941
2750,941
2747,943
2750,942
2753,943
2755,942
2758,942
2755,942
2745,941
2742,943
2741,942
2743,942
2753,942
2753,941
2743,942
2739,943
2739,944
2735,941
2747,941
2751,942
2749,941
2741,941
2735,942
2735,942
2737,942
2744,942
2748,943
2747,942
2743,941
2743,943
2741,943
2741,942
2747,943
2751,942
2753,941
2753,942
2753,942
2751,941
2751,943
2759,943
2762,942
2757,943
2751,941
2749,942
2747,942
2753,943
2758,943
2759,943
2757,942
2753,941
2749,943
2754,942
2761,943
2762,943
2765,942
2753,943
2753,942
2757,941
2764,941
2769,942
2779,943
2783,942
2767,942
2756,941
2769,942
2769,941
2761,942
2759,941
2753,942
2747,942
2745,941
2745,942
2755,942
2757,942
2750,943
2745,943
2743,942
2741,94
2746,942
2758,942
2757,943
2759,942
2757,941
2755,943
2753,943
2751,941
2757,942
2759,941
2759,942
2757,942
2755,942
2753,941
2755,942
2757,943
2751,942
2746,941
2743,942
2740,942
2739,943
2745,94
2751,941
2754,942
2747,943
2743,942
2739,942
2745,942
2754,941
2759,942
2756,942
2751,943
2745,943
2735,941
2738,943
2743,942
2747,941
2743,943
2739,942
2739,942
2739,943
2743,943
2751,944
2751,943
2747,943
2747,941
2747,942
2746,941
2749,942
2759,942
2751,941
2745,941
2743,943
2743,942
2745,941
2753,942
2755,942
2751,943
2747,942
2747,942
2745,942
2751,942
2759,943
2758,942
2752,942
2759,942
2750,941
2751,941
2761,941
2765,941
2759,942
2755,942
2753,941
2762,942
2767,941
2787,942
2789,941
2789,941
2787,941
2780,943
2765,941
2765,942
2777,943
2785,942
2789,943
2791,942
2785,943
2786,942
2791,94
2788,942
2799,943
2799,941
2787,942
2791,941
2795,941
2799,942
2805,942
2807,941
2806,942
2799,942
2805,943
2821,941
2823,943
2831,942
2823,943
2811,942
2803,943
2807,942
2811,942
2829,942
2823,942
2827,943
2821,942
2821,941
2823,941
2823,942
2823,942
2829,941
2829,942
2829,941
2821,942
2823,943
2827,942
2821,942
2823,942
2822,942
2823,942
2822,943
2821,942
2823,941
2821,941
2815,943
2810,942
2805,941
2795,942
2801,942
2805,94
2811,941
2811,943
2807,942
2803,942
2799,942
2801,942
2809,942
2811,942
2811,942
2807,942
2805,942
2805,942
2815,941
2823,943
2829,943
2822,942
2812,942
2811,942
2805,941
2809,941
2815,941
2809,942
2802,942
2799,941
2799,943
2799,943
2805,942
2803,941
2806,942
2803,942
2795,943
2793,942
2799,943
2803,942
2806,942
2807,942
2807,942
2799,941
2795,942
2795,942
2799,942
2805,943
2803,943
2799,942
2795,942
2791,942
2793,942
2799,941
2803,942
2807,943
2801,942
2799,943
2795,941
2801,941
2799,942
2789,942
2793,942
2805,943
2811,942
2817,942
2817,942
2834,943
2835,941
2830,943
2802,943
2809,941
2805,942
2803,942
2805,943
2803,942
2803,942
2799,943
2795,942
2794,943
2800,942
2807,941
2799,941
2795,943
2793,942
2793,942
2798,941
2799,942
2803,942
2803,942
2799,942
2797,941
2794,944
2791,943
2795,942
2799,942
2801,941
2795,943
2796,943
2791,941
2792,942
2799,941
2803,943
2805,942
2803,944
2799,942
2794,942
2798,942
2803,942
2809,942
2815,943
2809,943
2803,941
2799,943
2797,942
2801,942
2807,941
2801,942
2794,943
2793,941
2789,943
2787,941
2789,943
2791,942
2793,941
2793,942
2795,942
2793,943
2796,942
2801,943
2801,943
2801,942
2795,942
2789,942
2789,942
2780,942
2781,942
2791,941
2790,941
2783,942
2781,941
2778,942
2777,941
2783,943
2789,941
2791,943
2789,942
2781,941
2775,941
2779,942
2786,942
2793,941
2794,942
2787,943
2783,943
2779,943
2782,942
2791,943
2795,942
2793,942
2787,941
2781,942
2779,943
2781,942
2787,942
2790,943
2790,942
2783,943
2780,943
2783,943
2781,942
2787,941
2789,943
2793,942
2793,941
2789,944
2785,941
2786,941
2787,942
2791,943
2793,942
2789,942
2787,941
2782,941
2783,943
2787,942
2793,943
2795,942
2789,943
2783,942
2785,942
2785,943
2791,942
2790,943
2791,941
2783,941
2779,941
2775,943
2769,942
2773,941
2775,942
2767,942
2765,941
2759,943
2757,943
2761,942
2767,942
2770,943
2769,941
2766,942
2762,943
2763,94
2769,943
2759,943
2755,942
2767,943
2767,944
2771,943
2769,942
2775,943
2789,942
2817,941
2827,942
2807,942
2789,94
2787,943
2769,942
2764,942
2775,942
2781,943
2785,941
2775,942
2779,941
2787,942
2789,943
2795,942
2798,942
2805,943
2799,942
2795,941
2796,942
2803,943
2805,941
2811,943
2814,942
2813,942
2812,942
2815,942
2817,941
2819,941
2813,943
2803,942
2795,943
2799,942
2803,942
2815,943
2816,943
2817,941
2813,941
