928,946
929,947
927,946
925,945
921,946
920,946
918,947
923,946
927,946
924,946
922,946
923,946
920,945
919,945
918,945
917,946
916,946
921,948
920,947
920,946
920,946
927,946
916,947
916,946
914,947
914,946
919,947
919,947
918,946
918,946
916,946
913,946
913,946
911,946
908,946
915,945
915,947
916,945
915,946
913,946
910,946
912,946
905,947
910,946
914,947
914,947
914,947
914,945
913,946
912,945
910,947
908,946
909,947
911,946
913,947
913,947
914,946
913,947
912,947
911,947
909,947
909,946
915,945
915,947
915,946
915,946
913,946
912,945
911,947
911,945
908,947
913,946
917,947
915,946
916,946
914,946
912,947
911,946
912,947
911,947
912,946
916,946
916,947
915,946
915,946
914,946
913,946
912,947
911,947
915,947
917,947
917,946
916,947
914,946
912,948
911,947
911,946
909,946
909,945
914,947
914,945
915,947
914,945
912,947
912,945
911,945
910,946
909,946
912,946
914,946
914,947
911,945
911,947
910,946
910,947
909,946
908,945
913,945
913,945
911,947
910,947
911,947
910,945
907,946
907,945
907,947
910,946
912,946
911,945
910,947
909,942
908,947
906,947
905,946
905,947
906,946
911,947
910,946
910,946
909,947
908,946
907,947
905,946
909,946
911,946
911,946
911,947
909,948
908,946
907,946
906,947
903,947
908,946
909,947
910,946
909,946
909,947
907,947
905,946
905,946
905,946
909,946
909,947
909,947
906,945
907,945
906,946
907,947
904,946
907,947
911,947
911,945
910,946
910,946
909,947
908,947
906,947
907,946
911,945
911,946
911,947
911,947
909,946
907,946
907,946
906,946
910,946
912,945
911,946
911,946
910,946
909,946
911,946
908,945
906,947
910,947
912,947
913,946
912,946
911,946
911,946
909,947
908,947
907,946
907,946
913,947
914,946
913,945
914,947
913,945
911,945
911,946
910,947
916,947
917,945
916,945
916,946
915,946
913,947
911,947
911,947
910,947
908,946
915,947
917,945
916,946
915,946
915,947
913,946
913,947
912,945
915,947
917,945
916,947
917,945
916,946
914,947
913,947
912,947
912,947
918,947
918,946
918,947
917,947
916,947
915,946
914,947
912,947
913,946
919,946
920,947
919,945
919,946
917,946
915,945
915,947
913,947
916,946
921,946
920,947
918,946
918,946
916,948
915,947
914,947
913,947
918,946
920,947
921,945
919,948
919,947
917,947
916,946
915,947
914,947
920,947
921,946
919,947
919,946
918,945
917,946
915,946
915,947
913,947
920,946
921,946
926,946
919,946
918,947
917,946
916,947
912,946
913,946
913,946
919,946
921,946
919,947
918,947
918,946
917,947
915,946
914,947
916,946
921,946
920,947
919,945
919,947
918,947
915,946
915,946
914,947
915,946
921,947
922,945
920,946
920,945
918,946
917,947
916,946
915,946
912,945
919,947
922,947
921,947
916,946
921,945
919,947
918,947
917,946
916,946
915,947
922,947
921,946
921,947
920,945
919,945
917,947
916,945
919,947
922,945
923,947
922,946
921,947
919,946
918,946
917,946
917,945
914,946
913,946
920,947
920,947
919,947
919,945
919,947
915,947
915,947
913,946
912,947
913,946
919,946
919,947
919,946
917,947
916,947
915,947
914,947
914,946
915,946
919,946
919,945
919,947
918,946
918,946
916,945
914,947
914,945
913,945
915,945
919,946
919,947
919,946
918,946
917,947
915,945
914,946
913,945
913,947
919,946
920,945
919,947
918,946
919,945
917,946
917,947
914,947
914,946
916,947
920,945
923,947
920,945
919,945
918,947
916,947
916,945
915,947
915,945
920,947
923,946
923,946
923,946
921,947
919,946
919,945
917,947
917,947
919,945
924,945
924,946
924,946
923,947
924,945
922,947
921,946
920,946
911,946
925,946
931,945
926,945
925,945
925,946
923,945
921,946
920,946
921,946
927,946
928,946
926,947
925,947
924,945
921,946
921,947
919,947
916,947
914,947
923,947
924,946
924,947
923,947
922,947
919,945
919,948
917,945
917,947
914,945
919,947
917,947
921,946
921,946
914,946
918,947
917,946
917,947
915,946
919,947
924,947
924,947
922,947
921,947
919,945
918,946
917,947
917,946
914,946
920,946
921,946
924,946
924,945
923,947
921,947
919,947
918,946
917,946
916,947
923,947
925,945
924,945
923,947
923,947
921,947
920,946
919,946
918,946
926,947
927,946
927,947
926,946
925,947
924,946
921,947
920,946
920,945
